"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","","Subject ID how it's defined in lab/project","","","SRS_2005_SRC_Subject_ID,case_id,child_id,demo_study_id,individual,measure_individual,subject"
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","","SRS_2005_interview_date,date_of_evaluation,measure_date_of_evaluation,visit_date"
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.","SRS_2005_interview_age,bslage,eval_age_months,measure_eval_age_months"
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender,sex"
"comments_misc","String","4000","Recommended","","Miscellaneous comments on study, interview, methodology relevant to this form data","","","SRS_2005_comments_misc"
"respond","Integer","","Required","","Respondent","1::7;999","1 = Parent; 2 = Teacher; 3=Self; 4= Other; 5= Significant other; 6 = Parent 1; 7 = Parent 2; 999 = Not available","SRS_2005_Respond"
"respond_detail","Integer","","Required","","Respondent detail","1::8;999","1 = Mother; 2 = Father; 3 = Other relative or custodial adult; 4 = Teacher or caregiver; 5 = Other specialist; 6 = Other; 7 = Child; 8= Spouse; 999 = Not available","SRS_2005_Respond_Detail,infrmnt2,rel_child,srs_who"
"respond_detail_oth_spec","String","255","Recommended","","Respondent details","","","SRS_2005_Respond_Detail_oth_spec,informnt"
"invalid","Integer","","Recommended","","Was the data collection invalid","0;1;2","0 = No; 1 = Yes, missing responses; 2 = Invalid respondent","SRS_2005_invalid"
"missing","Integer","","Recommended","","""Number of responses missing (left blank). Greater than 6 is considered unscorable by the publisher. If record was scored by SCANTRON, missing values were recoded and might be missing on the form. Non-SCANTRON records have a (-1) for missing values.""","","","SRS_2005_missing"
"male_raw1","String","50","Recommended","","Raw Score: Social Awareness","","","SRS_2005_male_raw1,awareness"
"male_raw2","String","50","Recommended","","Raw Score: Social Cognition","","","SRS_2005_male_raw2,cognition"
"male_raw3","String","50","Recommended","","Raw Score: Social Communication","","","SRS_2005_male_raw3,communication"
"male_raw4","String","50","Recommended","","Raw Score: Social Motivation","","","SRS_2005_male_raw4,motivation"
"male_raw5","String","50","Recommended","","Raw Score: Autistic Mannerisms","","","SRS_2005_male_raw5,mannerisms"
"male_tscore1","String","50","Recommended","","T-Score: Social Awareness","","","SRS_2005_male_tscore1"
"male_tscore2","String","50","Recommended","","T-Score: Social Cognition","","","SRS_2005_male_tscore2"
"male_tscore3","String","50","Recommended","","T-Score: Social Communication","","","SRS_2005_male_tscore3"
"male_tscore4","String","50","Recommended","","T-Score: Social Motivation","","","SRS_2005_male_tscore4"
"male_tscore5","String","50","Recommended","","T-Score: Autistic Mannerisms","","","SRS_2005_male_tscore5"
"male_rawscoreall","String","50","Conditional","sex == 'm'","Total Raw Score","","","SRS_2005_male_rawscoreall,total"
"male_tscoreall","String","50","Conditional","sex == 'm'","Total T-Score","","","SRS_2005_male_tscoreall"
"female_raw1","String","50","Recommended","","Raw Score: Social Awareness","","","SRS_2005_female_raw1,awareness,awareness_f"
"female_raw2","String","50","Recommended","","Raw Score: Social Cognition","","","SRS_2005_female_raw2,cognition,cognition_f"
"female_raw3","String","50","Recommended","","Raw Score: Social Communication","","","SRS_2005_female_raw3,communication,communication_f"
"female_raw4","String","50","Recommended","","Raw Score: Social Motivation","","","SRS_2005_female_raw4,motivation,motivation_f"
"female_raw5","String","50","Recommended","","Raw Score: Autistic Mannerisms","","","SRS_2005_female_raw5,mannerisms,mannerisms_f"
"female_tscore1","String","50","Recommended","","T-Score: Social Awareness","","","SRS_2005_female_tscore1,awareness_t_score"
"female_tscore2","String","50","Recommended","","T-Score: Social Cognition","","","SRS_2005_female_tscore2,cognition_t_score"
"female_tscore3","String","50","Recommended","","T-Score: Social Communication","","","SRS_2005_female_tscore3,communication_t_score"
"female_tscore4","String","50","Recommended","","T-Score: Social Motivation","","","SRS_2005_female_tscore4,mannerisms_t_score"
"female_tscore5","String","50","Recommended","","T-Score: Autistic Mannerisms","","","SRS_2005_female_tscore5,motivation_t_score"
"female_rawscoreall","String","50","Conditional","sex == 'f'","Total Raw Score","","","SRS_2005_female_rawscoreall,total,total_f"
"female_tscoreall","String","50","Conditional","sex == 'f'","Total T-Score","","","SRS_2005_female_tscoreall,t_score"
"parentreport_1","Integer","","Recommended","","1. Seems much more fidgety in social situations than when alone (P/S). Seems much more uncomfortable in social situations than when alone (A)","1::4; 999; 77; 88","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true; 999=N/A","SRS_2005_ParentReport_1,q01_fidgety,q01_uncomfortable_social,social_umcomfort,srs1_1,srs_800_q1,srs_parent_1,srs_parent_raw_q01_fidgety,srs_q_1,srs_y1,srsa1,srsitm1"
"parentreport_2","Integer","","Recommended","","2. Expressions on his or her face don't match what he or she is saying (P/A/S)","1::4; 999; 77; 88","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true; 999=N/A; 77-refused; 88=missing","SRS_2005_ParentReport_2,expression_match_say,q02_expressions_match,q02_expressions_match,srs1_2,srs_800_q2,srs_parent_2,srs_parent_raw_q02_expressions_match,srs_q_2,srs_y2,srsa2,srsitm2"
"parentreport_3","Integer","","Recommended","","3. Seems self-confident when interacting with others (P/A/S)","1::4; 999; 77; 88","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true; 999=N/A; 77-refused; 88=missing","SRS_2005_ParentReport_3,q03_self_confident,q03_self_confident,self_confident_interact,srs1_3,srs_800_q3,srs_parent_3,srs_parent_raw_q03_self_confident,srs_q_3,srs_y3,srsa3,srsitm3"
