"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"sihs1","Integer","","Recommended","I am comfortable about people finding out that I am LGBTQ+","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs2","Integer","","Recommended","It is important to me to control who knows about my LGBTQ+ identity","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs3","Integer","","Recommended","I feel comfortable discussing my LGBTQ+ identity in a public situation","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs4","Integer","","Recommended","Even if I could change my LGBTQ+ identity I wouldn't","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs5","Integer","","Recommended","Most LGBTQ+ people cannot sustain a long-term committed relationship","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs6","Integer","","Recommended","Most LGBTQ+ people prefer anonymous sexual encounters","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs7","Integer","","Recommended","LGBTQ+ people tend to flaunt their sexuality inappropriately","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs8","Integer","","Recommended","People with LGBTQ+ identities are generally more promiscuous than heterosexual, cisgender people","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs9","Integer","","Recommended","I often feel intimidated while at LGBTQ+ venues","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs10","Integer","","Recommended","Social situations with LGBTQ+ individuals make me feel uncomfortable","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs11","Integer","","Recommended","Making an advance to another LGBTQ+ person is difficult for me","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_01","Integer","","Recommended","I am comfortable about people finding out that I am gay","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_02","Integer","","Recommended","It is important to me to control who knows about my homosexuality","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_03","Integer","","Recommended","I feel comfortable discussing homosexuality in a public situation","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_04","Integer","","Recommended","Even if I could change my sexual orientation I wouldn't","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_05","Integer","","Recommended","I feel comfortable being seen in public with an obviously gay person","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_06","Integer","","Recommended","Most gay men cannot sustain a long-term committed relationship","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_07","Integer","","Recommended","Most gay men prefer anonymous sexual encounters","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_08","Integer","","Recommended","Gay men tend to flaunt their sexuality inappropriately","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_09","Integer","","Recommended","Gay men are generally more promiscuous than straight men","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_10","Integer","","Recommended","I often feel intimidated while at gay venues","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_11","Integer","","Recommended","Social situations with gay men make me feel uncomfortable","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_12","Integer","","Recommended","I feel comfortable in gay bars","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
"sihs_13","Integer","","Recommended","Making an advance to another man is difficult for me","1::5","1= Strongly disagree; 2= Somewhat disagree; 3= Neither agree nor disagree; 4= Somewhat agree; 5= Strongly agree",""
