"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"esdmddp_01","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'arguing or yelling' at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_02","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'arguing or yelling' with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_03","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'arguing or yelling' at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_04","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'getting into fights' at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_05","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'getting into fights' with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_06","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'getting into fights' at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_07","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'taking anger out on objects or throwing things at people' at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_08","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'taking anger out on objects or throwing things at people' with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_09","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or control 'taking anger out on objects or throwing things at people' at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_10","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Control the intensity of anger at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
