"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"pai_a_1","Integer","","Recommended","I have some inner struggles that cause problems for me.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_2","Integer","","Recommended","I've had episodes of double vision or blurred vision.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_3","Integer","","Recommended","I can't do some things well because of nervousness.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_4","Integer","","Recommended","It bothers me when things are out of place.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_5","Integer","","Recommended","Much of the time I'm sad for no real reason.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_6","Integer","","Recommended","Often I think and talk so quickly that other people cannot follow my train of thought.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_7","Integer","","Recommended","I usually assume people are telling the truth.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_8","Integer","","Recommended","I have some ideas that others think are strange.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_9","Integer","","Recommended","I've done some things that weren't exactly legal.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_10","Integer","","Recommended","My health problems are very complicated.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_11","Integer","","Recommended","People would be surprised if I yelled at someone.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_12","Integer","","Recommended","I often have trouble concentrating because I'm nervous.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_13","Integer","","Recommended","Since the day I was born, I was destined to be unhappy.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_14","Integer","","Recommended","I often fear I might slip up and say something wrong.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_15","Integer","","Recommended","Sometimes I think I'm worthless.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_16","Integer","","Recommended","I'm a very sociable person.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_17","Integer","","Recommended","I hardly ever drink alcohol.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
"pai_a_18","Integer","","Recommended","Drinking alcohol helps me get along in social situations.","1 :: 4; 88","1 = False, Not at All True; 2 = Slightly True; 3 = Mainly True; 4 = Very True",""
