"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"envss_1","Integer","","Recommended","How much do people help you? - Home","0::4","0=None; 4=A lot",""
"envss_2","Integer","","Recommended","How much do people help you? - School","0::4","0=None; 4=A lot",""
"envss_3","Integer","","Recommended","How much do people help you? - Neighborhood/street","0::4","0=None; 4=A lot",""
"envss_4","Integer","","Recommended","How much care and support do you get? - Home","0::4","0=None; 4=A lot",""
"envss_5","Integer","","Recommended","How much care and support do you get? - School","0::4","0=None; 4=A lot",""
"envss_6","Integer","","Recommended","How much care and support do you get? - Neighborhood/street","0::4","0=None; 4=A lot",""
"envss_7","Integer","","Recommended","If you are in trouble, how much will other people protect you? - Home","0::4","0=None; 4=A lot",""
"envss_8","Integer","","Recommended","If you are in trouble, how much will other people protect you? - School","0::4","0=None; 4=A lot",""
"envss_9","Integer","","Recommended","If you are in trouble, how much will other people protect you? - Neighborhood/street","0::4","0=None; 4=A lot",""
"envss_10","Integer","","Recommended","How much companionship do you get? - Home","0::4","0=None; 4=A lot",""
"envss_11","Integer","","Recommended","How much companionship do you get? - School","0::4","0=None; 4=A lot",""
"envss_12","Integer","","Recommended","How much companionship do you get? - Neighborhood/street","0::4","0=None; 4=A lot",""
"envss_13","Integer","","Recommended","How much respect do you get? - Home","0::4","0=None; 4=A lot",""
"envss_14","Integer","","Recommended","How much respect do you get? - School","0::4","0=None; 4=A lot",""
"envss_15","Integer","","Recommended","How much respect do you get? - Neighborhood/street","0::4","0=None; 4=A lot",""
