"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"pep_optimism1","Integer","","Recommended","New HIV treatments can be taken after unsafe sex to prevent HIV infection","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"pep_optimism2","Integer","","Recommended","New treatments make it easier to relax about unsafe sex","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"pep_optimism3","Integer","","Recommended","My friends practice more unsafe sex because of new HIV treatments","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"pep_optimism4","Integer","","Recommended","New treatments make you worry less about HIV infection","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"pep_optimism5","Integer","","Recommended","PEP (Post-Exposure Prophylaxis) should be made available immediately","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"prep_optimism_pr1","Integer","","Recommended","HIV medication can be taken by an uninfected person to reduce the risk of getting the HIV virus","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"prep_optimism_pr2","Integer","","Recommended","HIV pre-exposure prophylaxis (PrEP) would make it easier to relax about sex without condoms","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"prep_optimism_pr3","Integer","","Recommended","Taking HIV pre-exposure prophylaxis (PrEP) makes me worry less about HIV infection","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"prep_optimism_pr4","Integer","","Recommended","If I take HIV pre-exposure prophylaxis (PrEP) during my pregnancy, it would protect my baby from HIV infection","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"prep_optimism_pr5","Integer","","Recommended","If I take HIV pre-exposure prophylaxis (PrEP) after I give birth, it would protect my baby from HIV infection","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
"prep_optimism_pr6","Integer","","Recommended","If I take HIV pre-exposure prophylaxis (PrEP) when I am breastfeeding, it would protect my baby from HIV infection","1::4;-9","1= Strongly disagree; 2= Disagree; 3= Agree; 4= Strongly agree; -9= Missing/Unknown",""
