"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"rules01","Integer","","Recommended","My child gets tense when unexpected events or transitions occur in his/her environment.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules02","Integer","","Recommended","My child has a hard time coping with even minor changes.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules03","Integer","","Recommended","My child says, It is unfair when he/she cannot know what will happen next.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules04","Integer","","Recommended","My child always wants to know ahead of the time what the plan is.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules05","Integer","","Recommended","My child becomes upset if he/she has to enter a new situation.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules06","Integer","","Recommended","My child seeks reassurance prior to entering an unfamiliar situation.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules07","Integer","","Recommended","My child cries when he/she finds him/herself in an unfamiliar situation.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules08","Integer","","Recommended","My child gets down on himself/herself if he/she does not know what will happen next.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules09","Integer","","Recommended","My child performs best in highly structured environments.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules10","Integer","","Recommended","My child tantrums when an unexpected event occurs.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules11","Integer","","Recommended","My child avoids unstructured situations.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules12","Integer","","Recommended","My child cannot relax if he/she does not know what will happen next.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules13","Integer","","Recommended","My child cannot sleep if he/she anticipates an upcoming change.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules14","Integer","","Recommended","My child becomes fidgety during transitions.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules15","Integer","","Recommended","My child freezes up in the face of unexpected events.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules16","Integer","","Recommended","Transitions are difficult for my child.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
"rules17","Integer","","Recommended","My child complains of physical symptoms (e.g., headaches, stomachaches) when he/she is about to enter a new situation.","1 :: 5","1= Not At All; 3= Somewhat; 5= Very Much",""
