"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"ress_1","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Thinking repeatedly about what was bothering me","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_2","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Using facial expressions to show that I was upset","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_3","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Acting like I was not upset","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_4","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Letting my emotions show","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_5","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Vocalizing how I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_6","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Focusing on slowing my heart rate and breathing","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_7","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Showing my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_8","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Trying to slow my heart rate and breathing","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_9","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Immediately working on something to keep myself busy","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_10","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Continually thinking about what was bothering me","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_11","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Outwardly showing what I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_12","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Making sure no one could tell what I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_13","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Doing something else to distract myself","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_14","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Trying to see the emotional event from a different perspective","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_15","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Pretending I was not upset","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
